"species","Genus","Family","Order","Class","spec_code","DemersPelag","EnvTemp","environment","Feeding_path","BodyShape","DepthRangeDeep","Lmax","trophic_level","K","tm"
"Rocio_octofasciata","Rocio","Cichlidae","Perciformes","Actinopterygii",3616,"benthopelagic","tropical","freshwater","benthic","short_deep",40.68,25,3.5,0.51,1.5
"Roncador_stearnsii","Roncador","Sciaenidae","Perciformes","Actinopterygii",3588,"demersal","subtropical","marine","benthic","fusiform",22,70,3.3,0.287,2.5
"Rostroraja_alba","Rostroraja","Rajidae","Rajiformes","Elasmobranchii",7613,"demersal","subtropical","marine","pelagic","fusiform",600,230,4.4,0.07,7.9
"Rutilus_frisii","Rutilus","Cyprinidae","Cypriniformes","Actinopterygii",8416,"benthopelagic","temperate","mixed","benthic","fusiform",23.75,70,3.6,0.41,2.1504159489262
"Rutilus_rutilus","Rutilus","Cyprinidae","Cypriniformes","Actinopterygii",272,"benthopelagic","subtropical","mixed","benthic","fusiform",23.75,50.2,3,0.17,4.2
"Salminus_brasiliensis","Salminus","Bryconidae","Characiformes","Actinopterygii",56329,"benthopelagic","tropical","freshwater","benthic","fusiform",600,100,3.8,0.23,2.7
"Salmo_trutta","Salmo","Salmonidae","Salmoniformes","Actinopterygii",238,"pelagic_neritic","subtropical","mixed","benthic","fusiform",28,140,3.4,0.22,2.8
"Salmostoma_bacaila","Salmostoma","Cyprinidae","Cypriniformes","Actinopterygii",15775,"benthopelagic","tropical","mixed","benthic","elongate",23.75,18,3.2,0.292563554606402,1.82318044592642
"Salmostoma_phulo","Salmostoma","Cyprinidae","Cypriniformes","Actinopterygii",24284,"benthopelagic","tropical","freshwater","benthic","elongate",23.75,12,2.8,0.292563554606402,1.82318044592642
"Salvelinus_fontinalis","Salvelinus","Salmonidae","Salmoniformes","Actinopterygii",246,"benthopelagic","temperate","mixed","benthic","fusiform",27,86,3.3,0.28,2.3
"Salvelinus_namaycush","Salvelinus","Salmonidae","Salmoniformes","Actinopterygii",248,"benthopelagic","temperate","freshwater","pelagic","fusiform",61,150,4.3,0.133533333333333,7.32062077830123
"Sander_lucioperca","Sander","Percidae","Perciformes","Actinopterygii",360,"pelagic","temperate","mixed","pelagic","fusiform",30,100,4,0.14,4.4
"Sander_vitreus","Sander","Percidae","Perciformes","Actinopterygii",3516,"benthopelagic","subtropical","mixed","pelagic","elongate",27,107,4.5,0.305966666666667,3.73097426063359
"Sarda_australis","Sarda","Scombridae","Perciformes","Actinopterygii",112,"pelagic_neritic","subtropical","marine","pelagic","fusiform",155.67,180,4.5,0.16,3.6
"Sardinella_brachysoma","Sardinella","Clupeidae","Clupeiformes","Actinopterygii",1504,"pelagic_neritic","tropical","marine","benthic","fusiform",50,13,3.19,0.95,0.9
"Sardinella_melanura","Sardinella","Clupeidae","Clupeiformes","Actinopterygii",1513,"pelagic_neritic","tropical","marine","benthic","fusiform",50,20.3,3.19,0.7,1.1
"Sardinella_neglecta","Sardinella","Clupeidae","Clupeiformes","Actinopterygii",1514,"pelagic_neritic","tropical","marine","benthic","fusiform",60,13,2,0.95,0.9
"Sarotherodon_melanotheron","Sarotherodon","Cichlidae","Perciformes","Actinopterygii",1412,"demersal","tropical","mixed","benthic","short_deep",3,28,2.5,1.25,0.6
"Sarritor_frenatus","Sarritor","Agonidae","Scorpaeniformes","Actinopterygii",4170,"demersal","temperate","marine","benthic","elongate",975,27,3.3,0.26,2.8
"Scardinius_erythrophthalmus","Scardinius","Cyprinidae","Cypriniformes","Actinopterygii",2951,"benthopelagic","temperate","mixed","benthic","fusiform",23.75,61.7,2.9,0.09,7.6
"Schedophilus_velaini","Schedophilus","Centrolophidae","Perciformes","Actinopterygii",26371,"bathypelagic","polar_deep","marine","pelagic","fusiform",500,100,4.2,0.14,4.4
"Schilbe_grenfelli","Schilbe","Schilbeidae","Siluriformes","Actinopterygii",9385,"demersal","tropical","freshwater","benthic","fusiform",64.5,50.7,3.45,0.16,4.2
"Schilbe_intermedius","Schilbe","Schilbeidae","Siluriformes","Actinopterygii",12914,"pelagic","tropical","freshwater","pelagic","fusiform",60,50,3.6,0.52,1.4
"Schilbe_mystus","Schilbe","Schilbeidae","Siluriformes","Actinopterygii",2447,"demersal","tropical","freshwater","benthic","fusiform",69,35,3.5,0.35,2
"Schizopyge_niger","Schizopyge","Cyprinidae","Cypriniformes","Actinopterygii",24454,"benthopelagic","tropical","freshwater","benthic","elongate",23.75,32.6,2.8,0.292563554606402,1.82318044592642
"Schizothorax_curvifrons","Schizothorax","Cyprinidae","Cypriniformes","Actinopterygii",24427,"benthopelagic","subtropical","freshwater","benthic","elongate",2.5,56,2,1.627,1.82318044592642
"Schizothorax_esocinus","Schizothorax","Cyprinidae","Cypriniformes","Actinopterygii",24430,"benthopelagic","tropical","freshwater","benthic","elongate",2.5,50.8,2,0.292563554606402,1.82318044592642
"Schizothorax_plagiostomus","Schizothorax","Cyprinidae","Cypriniformes","Actinopterygii",54512,"benthopelagic","subtropical","freshwater","benthic","fusiform",2.5,41.5,2.8,0.292563554606402,1.82318044592642
"Schizothorax_progastus","Schizothorax","Cyprinidae","Cypriniformes","Actinopterygii",13244,"benthopelagic","tropical","freshwater","benthic","fusiform",2.5,50,2.9,0.292563554606402,1.82318044592642
"Sciaena_deliciosa","Sciaena","Sciaenidae","Perciformes","Actinopterygii",53708,"demersal","tropical","marine","benthic","fusiform",200,26,3.75,0.59,1.3
"Scoliodon_laticaudus","Scoliodon","Carcharhinidae","Carcharhiniformes","Elasmobranchii",906,"demersal","tropical","mixed","benthic","fusiform",13,100,3.8,0.56,1.2
"Scomberoides_tala","Scomberoides","Carangidae","Perciformes","Actinopterygii",1952,"reef_associated","tropical","marine","pelagic","fusiform",13,70,4.5,0.27,2.4
"Scomberomorus_plurilineatus","Scomberomorus","Scombridae","Perciformes","Actinopterygii",132,"pelagic_neritic","subtropical","marine","pelagic","fusiform",200,120,4.2,0.59,1.1
"Scomberomorus_queenslandicus","Scomberomorus","Scombridae","Perciformes","Actinopterygii",133,"pelagic_neritic","tropical","mixed","pelagic","fusiform",100,100,4.5,0.84,0.8
"Scopelarchus_analis","Scopelarchus","Scopelarchidae","Aulopiformes","Actinopterygii",16630,"bathypelagic","polar_deep","marine","pelagic","elongate",820,12.6,4.2,0.561194670139465,1.37084970228483
"Scorpaena_angolensis","Scorpaena","Scorpaenidae","Scorpaeniformes","Actinopterygii",5019,"demersal","tropical","marine","benthic","fusiform",311,25,3.76,0.22,3.3
"Scorpaena_elongata","Scorpaena","Scorpaenidae","Scorpaeniformes","Actinopterygii",5021,"demersal","subtropical","marine","benthic","fusiform",800,50,3.9,0.11,6.1
"Scorpaena_guttata","Scorpaena","Scorpaenidae","Scorpaeniformes","Actinopterygii",3943,"demersal","subtropical","marine","benthic","fusiform",183,43,3.76,0.13,5.2
"Scorpaena_maderensis","Scorpaena","Scorpaenidae","Scorpaeniformes","Actinopterygii",10185,"demersal","subtropical","mixed","benthic","fusiform",40,17.8,4.1,0.23,3.5
"Scorpaena_mystes","Scorpaena","Scorpaenidae","Scorpaeniformes","Actinopterygii",8333,"demersal","tropical","marine","benthic","fusiform",30,45.7,3.76,0.12,5.6
"Scorpaena_stephanica","Scorpaena","Scorpaenidae","Scorpaeniformes","Actinopterygii",5027,"demersal","tropical","marine","benthic","fusiform",201,40,4,0.14,4.9
"Scorpaenodes_parvipinnis","Scorpaenodes","Scorpaenidae","Scorpaeniformes","Actinopterygii",4915,"reef_associated","tropical","marine","benthic","fusiform",49,14,3.6,0.37,2.2
"Scorpis_chilensis","Scorpis","Kyphosidae","Perciformes","Actinopterygii",56288,"demersal","subtropical","marine","benthic","short_deep",30,33.6,3.26,0.29,4.4
"Scyliorhinus_besnardi","Scyliorhinus","Scyliorhinidae","Carcharhiniformes","Elasmobranchii",843,"demersal","subtropical","marine","pelagic","elongate",190,47,4.05,0.25,2.7
"Scymnodalatias_sherwoodi","Scymnodalatias","Somniosidae","Squaliformes","Elasmobranchii",698,"benthopelagic","subtropical","marine","pelagic","elongate",336.67,80.3,4.22,0.0918525363967021,13.139472770368
"Scymnodon_ringens","Scymnodon","Somniosidae","Squaliformes","Elasmobranchii",700,"bathypelagic","polar_deep","marine","pelagic","elongate",1600,110,3.9,0.0918525363967021,13.139472770368
"Sebastes_aleutianus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii",3949,"bathydemersal","polar_deep","marine","benthic","fusiform",900,97,3.5,0.08,8.3
"Sebastes_auriculatus","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii",3951,"demersal","temperate","marine","pelagic","fusiform",128,56,4,0.14,4.9
"Sebastes_brevispinis","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii",3955,"demersal","subtropical","marine","pelagic","fusiform",375,71,3.76,0.11,6
"Sebastes_serranoides","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii",4002,"reef_associated","subtropical","marine","pelagic","fusiform",146,61,4.2,0.23,3
"Sebastolobus_altivelis","Sebastolobus","Sebastidae","Scorpaeniformes","Actinopterygii",4010,"bathydemersal","polar_deep","marine","pelagic","fusiform",1757,39,3.62,0.07,10.3
"Selene_orstedii","Selene","Carangidae","Perciformes","Actinopterygii",1957,"benthopelagic","tropical","marine","benthic","short_deep",61.6,33,3.3,0.54,1.3
"Selene_peruviana","Selene","Carangidae","Perciformes","Actinopterygii",1958,"benthopelagic","subtropical","marine","pelagic","short_deep",50,40,4.3,0.45,1.5
"Seriola_carpenteri","Seriola","Carangidae","Perciformes","Actinopterygii",1959,"benthopelagic","subtropical","marine","pelagic","fusiform",200,72.5,4.5,0.26,2.5
"Seriolella_violacea","Seriolella","Centrolophidae","Perciformes","Actinopterygii",13020,"pelagic_oceanic","subtropical","marine","pelagic","fusiform",562.5,65,3.56,0.21,3.1
"Serranus_atricauda","Serranus","Serranidae","Perciformes","Actinopterygii",14418,"demersal","temperate","marine","pelagic","fusiform",90,43.2,4.3,0.11,6.1
"Serranus_hepatus","Serranus","Serranidae","Perciformes","Actinopterygii",14419,"demersal","subtropical","marine","benthic","fusiform",100,25,3.5,0.56,1.5
"Serranus_subligarius","Serranus","Serranidae","Perciformes","Actinopterygii",3348,"demersal","subtropical","marine","benthic","fusiform",18,10,3.7,0.56,1.5
"Setipinna_phasa","Setipinna","Engraulidae","Clupeiformes","Actinopterygii",610,"pelagic","subtropical","mixed","benthic","fusiform",50,40,3.3,0.243,2.06078313317351
"Sicyases_sanguineus","Sicyases","Gobiesocidae","Gobiesociformes","Actinopterygii",54507,"demersal","subtropical","marine","benthic","elongate",51.36,8.4,3.1,0.29,3
"Sikukia_gudgeri","Sikukia","Cyprinidae","Cypriniformes","Actinopterygii",27112,"benthopelagic","tropical","freshwater","benthic","fusiform",23.75,18,2.3,0.35,2.2
"Sillago_maculata","Sillago","Sillaginidae","Perciformes","Actinopterygii",7925,"demersal","subtropical","mixed","benthic","elongate",50,30,3.3,0.57,1.3
"Silurus_glanis","Silurus","Siluridae","Siluriformes","Actinopterygii",289,"benthopelagic","temperate","mixed","pelagic","elongate",30,500,4.4,0.06,9.1
"Solivomer_arenidens","Solivomer","Neoscopelidae","Myctophiformes","Actinopterygii",15329,"benthopelagic","polar_deep","marine","pelagic","elongate",1413,28.2,3.15,0.34,3.8
"Somniosus_microcephalus","Somniosus","Somniosidae","Squaliformes","Elasmobranchii",138,"benthopelagic","polar_deep","mixed","pelagic","elongate",2992,427,4.2,0.01,47.8
"Somniosus_rostratus","Somniosus","Somniosidae","Squaliformes","Elasmobranchii",704,"bathydemersal","polar_deep","marine","pelagic","elongate",1330,143,4.2,0.0918525363967021,13.139472770368
"Sorubim_lima","Sorubim","Pimelodidae","Siluriformes","Actinopterygii",12144,"demersal","tropical","freshwater","benthic","elongate",26.75,54.2,4.1,0.27,2.65908076893355
"Sperata_aor","Sperata","Bagridae","Siluriformes","Actinopterygii",5496,"demersal","tropical","freshwater","benthic","fusiform",51.5,180,3.6,0.23,3.04060530510084
"Sperata_seenghala","Sperata","Bagridae","Siluriformes","Actinopterygii",10111,"demersal","tropical","mixed","benthic","elongate",51.5,150,3.4,0.222132112611974,2.70628434183768
"Sphoeroides_andersonianus","Sphoeroides","Tetraodontidae","Tetraodontiformes","Actinopterygii",50097,"demersal","tropical","marine","benthic","short_deep",85,13,3.27,0.61,2.1
"Sphyrna_corona","Sphyrna","Sphyrnidae","Carcharhiniformes","Elasmobranchii",909,"demersal","tropical","marine","benthic","elongate",100,92,4.17,0.33,1.9
"Sphyrna_mokarran","Sphyrna","Sphyrnidae","Carcharhiniformes","Elasmobranchii",914,"pelagic_oceanic","subtropical","mixed","pelagic","elongate",300,610,4.3,0.06,8.4
"Sphyrna_tiburo","Sphyrna","Sphyrnidae","Carcharhiniformes","Elasmobranchii",915,"reef_associated","subtropical","mixed","benthic","elongate",80,150,3.9,0.37,1.7
"Spicara_alta","Spicara","Sparidae","Perciformes","Actinopterygii",5105,"pelagic_neritic","tropical","marine","benthic","fusiform",300,30,3.58,0.27,2.7
"Spicara_melanurus","Spicara","Sparidae","Perciformes","Actinopterygii",5079,"pelagic_neritic","tropical","marine","benthic","fusiform",250,32.8,3.5,0.25,2.8
"Spiniraja_whitleyi","Spiniraja","Rajidae","Rajiformes","Elasmobranchii",24086,"demersal","temperate","marine","pelagic","fusiform",170,200,3.82,0.08,7
"Spondyliosoma_emarginatum","Spondyliosoma","Sparidae","Perciformes","Actinopterygii",5536,"demersal","subtropical","mixed","benthic","fusiform",60,45,2.8,0.19,3.6
"Spratellomorpha_bianalis","Spratellomorpha","Clupeidae","Clupeiformes","Actinopterygii",1558,"pelagic","tropical","mixed","pelagic","fusiform",76.42,4.5,3.35,2.54,0.4
"Squaliolus_laticaudus","Squaliolus","Dalatiidae","Squaliformes","Elasmobranchii",705,"bathypelagic","polar_deep","marine","pelagic","elongate",1200,22,4.2,0.0918525363967021,13.139472770368
"Squalius_cephalus","Squalius","Cyprinidae","Cypriniformes","Actinopterygii",4482,"benthopelagic","temperate","mixed","benthic","fusiform",23.75,60,2.7,0.164728571428571,3.36410492252523
"Squalus_blainville","Squalus","Squalidae","Squaliformes","Elasmobranchii",708,"demersal","subtropical","mixed","benthic","elongate",780,100,4,0.11,5.5
"Squalus_megalops","Squalus","Squalidae","Squaliformes","Elasmobranchii",711,"demersal","subtropical","marine","pelagic","elongate",750,72,4.3,0.04,15.4
"Squalus_mitsukurii","Squalus","Squalidae","Squaliformes","Elasmobranchii",713,"benthopelagic","polar_deep","marine","pelagic","elongate",600,89.8,4.4,0.08,7.7
"Squatina_aculeata","Squatina","Squatinidae","Squatiniformes","Elasmobranchii",725,"demersal","subtropical","marine","pelagic","fusiform",500,188,4,0.11,5.2
"Squatina_armata","Squatina","Squatinidae","Squatiniformes","Elasmobranchii",55066,"demersal","subtropical","marine","pelagic","fusiform",383.26,113.642857142857,4.14,0.16,8
"Squatina_californica","Squatina","Squatinidae","Squatiniformes","Elasmobranchii",729,"demersal","subtropical","marine","pelagic","fusiform",205,152,4.1,0.16,3.7
"Squatina_guggenheim","Squatina","Squatinidae","Squatiniformes","Elasmobranchii",53932,"demersal","subtropical","mixed","pelagic","fusiform",360,129,4.4,0.15,4
"Stellifer_minor","Stellifer","Sciaenidae","Perciformes","Actinopterygii",14087,"demersal","tropical","marine","benthic","fusiform",20,25,3.39,0.67,1.1
"Stenobrachius_leucopsarus","Stenobrachius","Myctophidae","Myctophiformes","Actinopterygii",2737,"bathypelagic","polar_deep","marine","pelagic","fusiform",3400,13,3.1,0.33,2.6
"Stenodus_leucichthys","Stenodus","Salmonidae","Salmoniformes","Actinopterygii",2692,"demersal","polar_deep","mixed","pelagic","fusiform",124.73,150,4.2,0.1,5.9
"Stolephorus_chinensis","Stolephorus","Engraulidae","Clupeiformes","Actinopterygii",565,"pelagic_neritic","tropical","marine","pelagic","elongate",50,9,3.59,1.09,0.8
"Stolothrissa_tanganicae","Stolothrissa","Clupeidae","Clupeiformes","Actinopterygii",1549,"pelagic","tropical","freshwater","pelagic","elongate",95,10,2.7,1.87,0.4
"Stomias_boa_boa","Stomias","Stomiidae","Stomiiformes","Actinopterygii",1806,"bathypelagic","polar_deep","marine","pelagic","elongate",2173,32.2,4.3,0.406878806436693,1.78931701282301
"Stromateus_stellatus","Stromateus","Stromateidae","Perciformes","Actinopterygii",26365,"benthopelagic","subtropical","marine","benthic","short_deep",200,25.14,3.9,0.96,0.8
"Strongylura_exilis","Strongylura","Belonidae","Beloniformes","Actinopterygii",3162,"pelagic_neritic","subtropical","mixed","pelagic","elongate",100,91,4.5,0.2,3.1
"Strongylura_leiura","Strongylura","Belonidae","Beloniformes","Actinopterygii",1315,"reef_associated","tropical","mixed","benthic","elongate",3,100,3.9,0.19,3.2
"Strongylura_senegalensis","Strongylura","Belonidae","Beloniformes","Actinopterygii",9023,"pelagic_neritic","tropical","mixed","pelagic","elongate",21.17,150,4.5,0.11,5.3
"Strongylura_timucu","Strongylura","Belonidae","Beloniformes","Actinopterygii",975,"reef_associated","subtropical","mixed","pelagic","elongate",3,61,4.5,0.29,2.3
"Sutorectus_tentaculatus","Sutorectus","Orectolobidae","Orectolobiformes","Elasmobranchii",761,"reef_associated","temperate","marine","benthic","elongate",35,92,4.06,0.2,3.1
"Syacium_micrurum","Syacium","Paralichthyidae","Pleuronectiformes","Actinopterygii",4232,"benthopelagic","tropical","marine","benthic","fusiform",412,40,3.3,0.4,1.7
"Syacium_papillosum","Syacium","Paralichthyidae","Pleuronectiformes","Actinopterygii",4233,"reef_associated","tropical","marine","benthic","short_deep",140,30,3.6,0.63,1.2
"Symbolophorus_veranyi","Symbolophorus","Myctophidae","Myctophiformes","Actinopterygii",1737,"bathypelagic","polar_deep","marine","pelagic","fusiform",800,12,3.3,0.28,2.9
"Symphodus_cinereus","Symphodus","Labridae","Perciformes","Actinopterygii",1791,"demersal","subtropical","mixed","benthic","fusiform",38.33,16,3.5,0.45,1.8
"Symphodus_trutta","Symphodus","Labridae","Perciformes","Actinopterygii",22498,"reef_associated","subtropical","marine","benthic","fusiform",15,18,3.5,0.45,1.7
"Symphysodon_discus","Symphysodon","Cichlidae","Perciformes","Actinopterygii",11186,"benthopelagic","tropical","freshwater","benthic","short_deep",40.68,12.3,2.9,0.667610365879211,1.74076664540265
"Sympterygia_acuta","Sympterygia","Arhynchobatidae","Rajiformes","Elasmobranchii",54032,"demersal","subtropical","marine","benthic","fusiform",188,149.5,3.7,0.06,9.7
"Sympterygia_bonapartii","Sympterygia","Arhynchobatidae","Rajiformes","Elasmobranchii",54031,"demersal","temperate","marine","benthic","fusiform",150,63,4.05,0.09,7.2
